StrideDuration,MinDiff_Head,MaxDiff_Head,MinDiff_Withers,MaxDiff_Withers,MinDiff_Pelvis,MaxDiff_Pelvis,HorseID,TimePoint
0.54,0.120054479862805,-4.47973488016762,13.8796139981135,0.73249165851284,13.7269028205663,0.92434651667098,A,T0
0.555,22.6481435415053,5.90640523255894,1.61044464625279,-2.18376808449814,1.91591779595717,3.0933114566569,A,T0
0.555000000000001,25.2360408323438,-2.23493378684089,4.40651987820177,-3.4320848627386,-1.11999731318685,3.11829331621522,A,T0
0.55,21.7725809847903,24.8660070180787,3.86611094649281,7.77829634452468,-2.2118679627707,8.19238187634377,A,T0
0.555,4.09382356658917,-5.94936282421089,-1.51070957330056,-3.50831247505613,1.37836376505507,-4.71225311219657,A,T0
0.550000000000001,10.1521399305207,6.33705471170549,-4.36161294591136,4.19312776687602,-4.26792854604184,4.0752254051986,A,T0
0.565,0.319439286056816,1.96942389141478,-3.26390410253848,-1.4769719595591,-5.9444975965894,0.989988995927405,A,T0
0.555000000000001,-4.53104339976718,-0.0354434488660225,-6.52716221369675,-2.07525369916164,-6.87864612956009,-4.42481978144648,A,T0
0.559999999999999,11.4642977437009,19.1170168488811,1.86335288744268,7.54754233908545,-0.611764495008728,11.9013293811646,A,T0
0.555,-11.4553937246553,5.65730266687934,-0.279390414837324,4.1645217490443,1.1117161374923,-5.76337978229941,A,T0
0.555,6.26574489468236,-16.4025981968214,-7.5977212003635,2.97107263498631,1.2563545529852,10.4088307920973,B,T0
0.555,-7.56091713911521,-23.5412787924236,-7.41852845364934,-2.16745795957937,-10.1628142314973,-6.43125191781494,B,T0
0.550000000000001,27.9544189421946,-15.7549422004275,-3.11917390745912,-1.56977890732072,-3.89235576617505,-1.69280070549265,B,T0
0.550000000000001,-2.63487322625952,-26.5325820443579,1.00628884048201,-1.22603130787876,-0.425646690926079,-2.11277183363855,B,T0
0.555,19.0408732030239,-26.6558584359151,-4.64537089901288,0.398656177983526,-3.97646761528571,-3.61347010083306,B,T0
0.550000000000001,16.0002351719067,-27.2779056154967,-4.57032206415535,5.43208476211859,-4.75994009056267,-3.65327707980652,B,T0
0.535,-1.48544964436097,-36.1237846073637,-1.1665967513781,-3.77949258449311,-4.58517061293982,0.933855644676218,B,T0
0.559999999999999,45.8876114338235,-28.7740212599732,-2.42954965883,-3.34810570185048,-13.3209490620719,1.73742715490889,B,T0
0.530000000000001,20.7904858301067,-19.6985509502542,-5.46300235584534,-1.77806393441307,-6.76117654850783,-3.23543728312024,B,T0
0.539999999999999,-3.10869844994485,-30.3424904581244,-0.10737820069958,1.22648818904826,0.358250664287464,-4.51714459871618,B,T0
0.544999999999998,15.0589080167803,-30.807719245918,-3.7690180908539,1.32398894777452,-8.58354482086103,-8.09567714680445,B,T0
0.535000000000004,-14.3473189918108,-20.7876825113051,-7.55628156752038,-4.13349805917911,-9.32553181028858,-0.704280376898474,B,T0
0.549999999999997,NaN,NaN,-8.12538079690519,-2.32289183183919,-13.307830735633,-10.9205310736816,B,T0
0.539999999999999,2.99692835268054,NaN,-0.405605670241229,2.03178576716325,-7.10411650988108,-5.50090366409395,B,T0
0.555,-8.15756555441926,-28.7602584125478,2.58017932498206,-5.21993669239473,-3.48678360933223,-8.29349282567927,B,T0
0.545000000000002,18.0122665508565,-1.44482428886417,-0.755946391361199,0.242501949691899,-2.15507397343544,-5.70438469676148,B,T0
0.560000000000002,-15.8450887897065,-37.796693890484,6.24000261910336,-3.34947491008649,3.27395864057043,-8.42960308671629,B,T0
0.57,32.3479778126049,-6.49428262166064,-2.91075007814712,4.30091885764709,-7.6520271217883,-10.2384908007044,B,T0
0.549999999999997,18.1381702717907,-15.877859886646,9.31711489323802,-3.03181035522305,1.3171674167196,-14.8606856561132,B,T0
0.560000000000002,2.2799724501828,-30.4603225662773,-1.45513705243564,-0.444484813054297,-2.49791409130187,-4.32107252596426,B,T0
